split,fname,original_shape,mask_area,mask_bbox,slice_ratio
train,liver_116_511_CT_liver_liver.png,"(512, 512)",55996,"(518, 350, 345, 513)",4
train,liver_116_512_CT_liver_liver.png,"(512, 512)",57868,"(516, 348, 347, 517)",5
train,liver_116_513_CT_liver_liver.png,"(512, 512)",59292,"(514, 346, 349, 519)",5
train,liver_116_514_CT_liver_liver.png,"(512, 512)",60308,"(512, 344, 351, 521)",5
train,liver_116_515_CT_liver_liver.png,"(512, 512)",61960,"(510, 342, 353, 523)",5
train,liver_116_516_CT_liver_liver.png,"(512, 512)",63928,"(508, 338, 355, 527)",5
train,liver_116_517_CT_liver_liver.png,"(512, 512)",65156,"(506, 338, 357, 527)",5
train,liver_116_518_CT_liver_liver.png,"(512, 512)",66320,"(504, 336, 359, 529)",5
train,liver_116_519_CT_liver_liver.png,"(512, 512)",67104,"(504, 334, 359, 529)",5
train,liver_116_520_CT_liver_liver.png,"(512, 512)",68524,"(502, 334, 361, 529)",5
train,liver_116_521_CT_liver_liver.png,"(512, 512)",70148,"(500, 332, 363, 531)",6
train,liver_116_522_CT_liver_liver.png,"(512, 512)",71868,"(498, 330, 365, 533)",6
train,liver_116_522_CT_liver_tumor.png,"(512, 512)",4212,"(652, 728, 75, 71)",1
train,liver_116_523_CT_liver_liver.png,"(512, 512)",73156,"(496, 330, 367, 533)",6
train,liver_116_523_CT_liver_tumor.png,"(512, 512)",4496,"(650, 724, 79, 75)",1
train,liver_116_524_CT_liver_liver.png,"(512, 512)",75700,"(494, 330, 369, 533)",6
train,liver_116_524_CT_liver_tumor.png,"(512, 512)",4808,"(650, 718, 79, 81)",1
train,liver_116_525_CT_liver_liver.png,"(512, 512)",77032,"(492, 328, 371, 535)",6
train,liver_116_525_CT_liver_tumor.png,"(512, 512)",5120,"(650, 714, 81, 85)",1
train,liver_116_526_CT_liver_liver.png,"(512, 512)",78060,"(492, 326, 371, 535)",6
train,liver_116_526_CT_liver_tumor.png,"(512, 512)",5488,"(650, 710, 81, 89)",1
train,liver_116_527_CT_liver_liver.png,"(512, 512)",80444,"(490, 324, 373, 537)",7
train,liver_116_527_CT_liver_tumor.png,"(512, 512)",5928,"(650, 706, 83, 93)",1
train,liver_116_528_CT_liver_liver.png,"(512, 512)",81700,"(488, 322, 375, 539)",7
train,liver_116_528_CT_liver_tumor.png,"(512, 512)",6376,"(650, 702, 85, 97)",1
train,liver_116_529_CT_liver_liver.png,"(512, 512)",83784,"(486, 322, 377, 539)",7
train,liver_116_529_CT_liver_tumor.png,"(512, 512)",6792,"(650, 698, 87, 101)",1
train,liver_116_530_CT_liver_liver.png,"(512, 512)",84968,"(484, 320, 379, 541)",7
train,liver_116_530_CT_liver_tumor.png,"(512, 512)",7292,"(648, 694, 93, 105)",1
train,liver_116_531_CT_liver_liver.png,"(512, 512)",86276,"(482, 318, 381, 543)",7
train,liver_116_531_CT_liver_tumor.png,"(512, 512)",7824,"(648, 690, 95, 109)",1
train,liver_116_532_CT_liver_liver.png,"(512, 512)",87540,"(480, 318, 383, 543)",7
train,liver_116_532_CT_liver_tumor.png,"(512, 512)",8404,"(648, 686, 97, 113)",1
train,liver_116_533_CT_liver_liver.png,"(512, 512)",88760,"(478, 316, 385, 545)",7
train,liver_116_533_CT_liver_tumor.png,"(512, 512)",9056,"(646, 682, 101, 117)",2
train,liver_116_534_CT_liver_liver.png,"(512, 512)",91112,"(476, 314, 387, 547)",7
train,liver_116_534_CT_liver_tumor.png,"(512, 512)",9020,"(646, 682, 101, 117)",2
train,liver_116_535_CT_liver_liver.png,"(512, 512)",92748,"(476, 314, 387, 547)",8
train,liver_116_535_CT_liver_tumor.png,"(512, 512)",9036,"(646, 682, 101, 115)",2
train,liver_116_536_CT_liver_liver.png,"(512, 512)",92552,"(476, 314, 385, 545)",8
train,liver_116_536_CT_liver_tumor.png,"(512, 512)",9120,"(644, 680, 103, 117)",2
train,liver_116_537_CT_liver_liver.png,"(512, 512)",94112,"(474, 312, 387, 547)",8
train,liver_116_537_CT_liver_tumor.png,"(512, 512)",9096,"(644, 680, 103, 115)",2
train,liver_116_538_CT_liver_liver.png,"(512, 512)",96012,"(474, 312, 387, 547)",8
train,liver_116_538_CT_liver_tumor.png,"(512, 512)",9104,"(644, 680, 103, 115)",2
train,liver_116_539_CT_liver_liver.png,"(512, 512)",96716,"(474, 310, 387, 547)",8
train,liver_116_539_CT_liver_tumor.png,"(512, 512)",9172,"(644, 680, 105, 113)",2
train,liver_116_540_CT_liver_liver.png,"(512, 512)",98700,"(472, 308, 389, 549)",8
train,liver_116_540_CT_liver_tumor.png,"(512, 512)",9240,"(644, 678, 105, 115)",2
train,liver_116_541_CT_liver_liver.png,"(512, 512)",99732,"(470, 308, 391, 549)",8
train,liver_116_541_CT_liver_tumor.png,"(512, 512)",9296,"(642, 678, 107, 115)",2
train,liver_116_542_CT_liver_liver.png,"(512, 512)",101672,"(468, 306, 393, 551)",8
train,liver_116_542_CT_liver_tumor.png,"(512, 512)",9300,"(642, 678, 107, 115)",2
train,liver_116_543_CT_liver_liver.png,"(512, 512)",102948,"(468, 304, 393, 551)",8
train,liver_116_543_CT_liver_tumor.png,"(512, 512)",9360,"(642, 676, 107, 115)",2
train,liver_116_544_CT_liver_liver.png,"(512, 512)",105620,"(466, 302, 395, 553)",9
train,liver_116_544_CT_liver_tumor.png,"(512, 512)",9404,"(642, 676, 107, 115)",2
train,liver_116_545_CT_liver_liver.png,"(512, 512)",106668,"(464, 302, 397, 553)",9
train,liver_116_545_CT_liver_tumor.png,"(512, 512)",9484,"(640, 676, 109, 115)",2
train,liver_116_546_CT_liver_liver.png,"(512, 512)",107712,"(464, 300, 397, 553)",9
train,liver_116_546_CT_liver_tumor.png,"(512, 512)",9520,"(640, 676, 109, 113)",2
train,liver_116_547_CT_liver_liver.png,"(512, 512)",109332,"(462, 298, 399, 555)",9
train,liver_116_547_CT_liver_tumor.png,"(512, 512)",9600,"(640, 674, 109, 115)",2
train,liver_116_548_CT_liver_liver.png,"(512, 512)",110312,"(462, 298, 399, 555)",9
train,liver_116_548_CT_liver_tumor.png,"(512, 512)",9660,"(638, 674, 111, 115)",2
train,liver_116_549_CT_liver_liver.png,"(512, 512)",111924,"(460, 296, 401, 557)",9
train,liver_116_549_CT_liver_tumor.png,"(512, 512)",9712,"(638, 674, 113, 115)",2
train,liver_116_550_CT_liver_liver.png,"(512, 512)",113056,"(458, 296, 403, 557)",9
train,liver_116_550_CT_liver_tumor.png,"(512, 512)",9696,"(638, 674, 113, 113)",2
train,liver_116_551_CT_liver_liver.png,"(512, 512)",112744,"(456, 294, 403, 557)",9
train,liver_116_551_CT_liver_tumor.png,"(512, 512)",9972,"(636, 672, 115, 115)",2
train,liver_116_552_CT_liver_liver.png,"(512, 512)",114112,"(454, 292, 405, 559)",9
train,liver_116_552_CT_liver_tumor.png,"(512, 512)",9980,"(636, 672, 115, 115)",2
train,liver_116_553_CT_liver_liver.png,"(512, 512)",114584,"(454, 292, 403, 559)",10
train,liver_116_553_CT_liver_tumor.png,"(512, 512)",10600,"(632, 668, 119, 119)",2
train,liver_116_554_CT_liver_liver.png,"(512, 512)",114164,"(454, 292, 403, 557)",9
train,liver_116_554_CT_liver_tumor.png,"(512, 512)",11348,"(628, 666, 125, 121)",2
train,liver_116_555_CT_liver_liver.png,"(512, 512)",114396,"(452, 292, 403, 557)",9
train,liver_116_555_CT_liver_tumor.png,"(512, 512)",12208,"(622, 662, 131, 125)",2
train,liver_116_556_CT_liver_liver.png,"(512, 512)",114340,"(452, 292, 403, 557)",9
train,liver_116_556_CT_liver_tumor.png,"(512, 512)",13072,"(616, 658, 137, 131)",3
train,liver_116_557_CT_liver_liver.png,"(512, 512)",114108,"(450, 290, 405, 557)",9
train,liver_116_557_CT_liver_tumor.png,"(512, 512)",13980,"(610, 656, 145, 133)",3
train,liver_116_558_CT_liver_liver.png,"(512, 512)",113716,"(448, 290, 405, 557)",9
train,liver_116_558_CT_liver_tumor.png,"(512, 512)",15260,"(598, 650, 157, 139)",3
train,liver_116_559_CT_liver_liver.png,"(512, 512)",113764,"(446, 290, 407, 557)",9
train,liver_116_559_CT_liver_tumor.png,"(512, 512)",16700,"(588, 644, 167, 145)",3
train,liver_116_560_CT_liver_liver.png,"(512, 512)",112560,"(446, 290, 407, 555)",9
train,liver_116_560_CT_liver_tumor.png,"(512, 512)",18356,"(578, 638, 179, 157)",4
train,liver_116_561_CT_liver_liver.png,"(512, 512)",112264,"(444, 290, 409, 555)",9
train,liver_116_561_CT_liver_tumor.png,"(512, 512)",20256,"(570, 630, 187, 175)",4
train,liver_116_562_CT_liver_liver.png,"(512, 512)",110388,"(444, 290, 407, 553)",9
train,liver_116_562_CT_liver_tumor.png,"(512, 512)",22264,"(560, 626, 197, 189)",5
train,liver_116_563_CT_liver_liver.png,"(512, 512)",109812,"(444, 290, 407, 553)",9
train,liver_116_563_CT_liver_tumor.png,"(512, 512)",24596,"(552, 620, 207, 207)",5
train,liver_116_564_CT_liver_liver.png,"(512, 512)",109408,"(444, 290, 407, 553)",9
train,liver_116_564_CT_liver_tumor.png,"(512, 512)",27200,"(542, 614, 217, 221)",6
train,liver_116_565_CT_liver_liver.png,"(512, 512)",109348,"(442, 290, 407, 551)",9
train,liver_116_565_CT_liver_tumor.png,"(512, 512)",27624,"(540, 614, 219, 221)",6
train,liver_116_566_CT_liver_liver.png,"(512, 512)",110780,"(442, 290, 407, 551)",9
train,liver_116_566_CT_liver_tumor.png,"(512, 512)",28324,"(540, 614, 219, 219)",6
train,liver_116_567_CT_liver_liver.png,"(512, 512)",111792,"(440, 290, 409, 551)",9
train,liver_116_567_CT_liver_tumor.png,"(512, 512)",29064,"(538, 614, 219, 219)",6
train,liver_116_568_CT_liver_liver.png,"(512, 512)",112688,"(438, 290, 411, 549)",9
train,liver_116_568_CT_liver_tumor.png,"(512, 512)",29692,"(536, 614, 221, 217)",7
train,liver_116_569_CT_liver_liver.png,"(512, 512)",112720,"(438, 290, 411, 549)",9
train,liver_116_569_CT_liver_tumor.png,"(512, 512)",30372,"(536, 612, 221, 217)",7
train,liver_116_570_CT_liver_liver.png,"(512, 512)",113636,"(436, 290, 413, 547)",9
train,liver_116_570_CT_liver_tumor.png,"(512, 512)",30892,"(534, 612, 223, 215)",7
train,liver_116_571_CT_liver_liver.png,"(512, 512)",114156,"(434, 290, 415, 547)",9
train,liver_116_571_CT_liver_tumor.png,"(512, 512)",31824,"(532, 612, 225, 215)",7
train,liver_116_572_CT_liver_liver.png,"(512, 512)",113272,"(434, 290, 413, 545)",9
train,liver_116_572_CT_liver_tumor.png,"(512, 512)",32292,"(530, 612, 227, 213)",7
train,liver_116_573_CT_liver_liver.png,"(512, 512)",113644,"(432, 288, 415, 547)",9
train,liver_116_573_CT_liver_tumor.png,"(512, 512)",33064,"(526, 610, 231, 215)",7
train,liver_116_574_CT_liver_liver.png,"(512, 512)",113448,"(430, 288, 415, 545)",9
train,liver_116_574_CT_liver_tumor.png,"(512, 512)",33772,"(524, 608, 233, 215)",8
train,liver_116_575_CT_liver_liver.png,"(512, 512)",112908,"(428, 286, 417, 547)",9
train,liver_116_575_CT_liver_tumor.png,"(512, 512)",34528,"(520, 608, 237, 215)",8
train,liver_116_576_CT_liver_liver.png,"(512, 512)",113112,"(426, 286, 417, 545)",9
train,liver_116_576_CT_liver_tumor.png,"(512, 512)",35204,"(516, 606, 239, 215)",8
train,liver_116_577_CT_liver_liver.png,"(512, 512)",113108,"(424, 286, 419, 545)",9
train,liver_116_577_CT_liver_tumor.png,"(512, 512)",36100,"(512, 606, 243, 215)",8
train,liver_116_578_CT_liver_liver.png,"(512, 512)",111976,"(424, 286, 419, 543)",9
train,liver_116_578_CT_liver_tumor.png,"(512, 512)",36940,"(508, 604, 247, 215)",8
train,liver_116_579_CT_liver_liver.png,"(512, 512)",110664,"(424, 288, 417, 541)",9
train,liver_116_579_CT_liver_tumor.png,"(512, 512)",37904,"(504, 602, 251, 217)",9
train,liver_116_580_CT_liver_liver.png,"(512, 512)",109968,"(424, 288, 417, 539)",9
train,liver_116_580_CT_liver_tumor.png,"(512, 512)",38812,"(500, 600, 255, 219)",9
train,liver_116_581_CT_liver_liver.png,"(512, 512)",108988,"(424, 288, 417, 537)",9
train,liver_116_581_CT_liver_tumor.png,"(512, 512)",39788,"(496, 600, 259, 217)",9
train,liver_116_582_CT_liver_liver.png,"(512, 512)",108580,"(422, 288, 419, 537)",9
train,liver_116_582_CT_liver_tumor.png,"(512, 512)",40728,"(490, 598, 265, 219)",9
train,liver_116_583_CT_liver_liver.png,"(512, 512)",107280,"(420, 290, 419, 535)",9
train,liver_116_583_CT_liver_tumor.png,"(512, 512)",42036,"(486, 596, 269, 221)",10
train,liver_116_584_CT_liver_liver.png,"(512, 512)",108112,"(416, 290, 423, 533)",9
train,liver_116_584_CT_liver_tumor.png,"(512, 512)",41388,"(486, 596, 269, 219)",9
train,liver_116_585_CT_liver_liver.png,"(512, 512)",109052,"(414, 290, 425, 533)",9
train,liver_116_585_CT_liver_tumor.png,"(512, 512)",41008,"(486, 594, 267, 219)",9
train,liver_116_586_CT_liver_liver.png,"(512, 512)",109580,"(410, 290, 429, 531)",9
train,liver_116_586_CT_liver_tumor.png,"(512, 512)",40516,"(486, 594, 267, 217)",9
train,liver_116_587_CT_liver_liver.png,"(512, 512)",110780,"(408, 290, 431, 531)",9
train,liver_116_587_CT_liver_tumor.png,"(512, 512)",40180,"(486, 592, 267, 217)",9
train,liver_116_588_CT_liver_liver.png,"(512, 512)",111108,"(406, 288, 433, 531)",9
train,liver_116_588_CT_liver_tumor.png,"(512, 512)",39780,"(486, 592, 267, 217)",9
train,liver_116_589_CT_liver_liver.png,"(512, 512)",110708,"(404, 288, 433, 529)",9
train,liver_116_589_CT_liver_tumor.png,"(512, 512)",39420,"(486, 590, 265, 217)",9
train,liver_116_590_CT_liver_liver.png,"(512, 512)",111592,"(402, 286, 435, 529)",9
train,liver_116_590_CT_liver_tumor.png,"(512, 512)",39008,"(486, 590, 265, 215)",9
train,liver_116_591_CT_liver_liver.png,"(512, 512)",112172,"(398, 284, 439, 529)",9
train,liver_116_591_CT_liver_tumor.png,"(512, 512)",38648,"(486, 588, 265, 215)",9
train,liver_116_592_CT_liver_liver.png,"(512, 512)",112372,"(394, 286, 443, 525)",9
train,liver_116_592_CT_liver_tumor.png,"(512, 512)",38232,"(486, 588, 265, 213)",9
train,liver_116_593_CT_liver_liver.png,"(512, 512)",112644,"(388, 288, 447, 523)",9
train,liver_116_593_CT_liver_tumor.png,"(512, 512)",37884,"(488, 586, 261, 213)",9
train,liver_116_594_CT_liver_liver.png,"(512, 512)",113196,"(384, 290, 451, 519)",9
train,liver_116_594_CT_liver_tumor.png,"(512, 512)",37544,"(488, 586, 261, 211)",8
train,liver_116_595_CT_liver_liver.png,"(512, 512)",112476,"(382, 292, 451, 515)",9
train,liver_116_595_CT_liver_tumor.png,"(512, 512)",37176,"(488, 584, 261, 211)",8
train,liver_116_596_CT_liver_liver.png,"(512, 512)",113212,"(378, 294, 455, 513)",9
train,liver_116_596_CT_liver_tumor.png,"(512, 512)",36896,"(488, 584, 261, 211)",8
train,liver_116_597_CT_liver_liver.png,"(512, 512)",112504,"(378, 294, 455, 511)",9
train,liver_116_597_CT_liver_tumor.png,"(512, 512)",36568,"(488, 582, 261, 211)",8
train,liver_116_598_CT_liver_liver.png,"(512, 512)",112960,"(376, 294, 457, 511)",9
train,liver_116_598_CT_liver_tumor.png,"(512, 512)",36260,"(488, 582, 261, 209)",8
train,liver_116_599_CT_liver_liver.png,"(512, 512)",112620,"(374, 294, 459, 509)",9
train,liver_116_599_CT_liver_tumor.png,"(512, 512)",35932,"(488, 580, 261, 209)",8
train,liver_116_600_CT_liver_liver.png,"(512, 512)",111816,"(370, 296, 461, 507)",9
train,liver_116_600_CT_liver_tumor.png,"(512, 512)",35628,"(488, 580, 261, 207)",8
train,liver_116_601_CT_liver_liver.png,"(512, 512)",111832,"(368, 296, 463, 505)",9
train,liver_116_601_CT_liver_tumor.png,"(512, 512)",35312,"(488, 578, 261, 207)",8
train,liver_116_602_CT_liver_liver.png,"(512, 512)",110284,"(368, 298, 461, 501)",9
train,liver_116_602_CT_liver_tumor.png,"(512, 512)",34948,"(488, 578, 261, 205)",8
train,liver_116_603_CT_liver_liver.png,"(512, 512)",110296,"(368, 298, 461, 499)",9
train,liver_116_603_CT_liver_tumor.png,"(512, 512)",34660,"(488, 578, 261, 203)",8
train,liver_116_604_CT_liver_liver.png,"(512, 512)",109340,"(368, 298, 461, 497)",9
train,liver_116_604_CT_liver_tumor.png,"(512, 512)",34284,"(488, 576, 261, 205)",8
train,liver_116_605_CT_liver_liver.png,"(512, 512)",109356,"(366, 298, 463, 497)",9
train,liver_116_605_CT_liver_tumor.png,"(512, 512)",34080,"(488, 576, 261, 203)",8
train,liver_116_606_CT_liver_liver.png,"(512, 512)",107188,"(364, 300, 463, 491)",9
train,liver_116_606_CT_liver_tumor.png,"(512, 512)",33844,"(488, 574, 261, 203)",8
train,liver_116_607_CT_liver_liver.png,"(512, 512)",110720,"(360, 300, 467, 487)",9
train,liver_116_607_CT_liver_tumor.png,"(512, 512)",29776,"(496, 582, 253, 193)",7
train,liver_116_608_CT_liver_liver.png,"(512, 512)",110084,"(364, 302, 463, 483)",9
train,liver_116_608_CT_liver_tumor.png,"(512, 512)",28720,"(498, 582, 249, 189)",6
train,liver_116_609_CT_liver_liver.png,"(512, 512)",109124,"(362, 304, 463, 479)",9
train,liver_116_609_CT_liver_tumor.png,"(512, 512)",27908,"(502, 584, 241, 185)",6
train,liver_116_610_CT_liver_liver.png,"(512, 512)",109556,"(358, 304, 467, 477)",9
train,liver_116_610_CT_liver_tumor.png,"(512, 512)",27116,"(504, 584, 237, 181)",6
train,liver_116_611_CT_liver_liver.png,"(512, 512)",108316,"(362, 306, 463, 471)",9
train,liver_116_611_CT_liver_tumor.png,"(512, 512)",26268,"(508, 584, 231, 177)",6
train,liver_116_612_CT_liver_liver.png,"(512, 512)",106940,"(364, 306, 459, 469)",9
train,liver_116_612_CT_liver_tumor.png,"(512, 512)",25548,"(510, 582, 227, 177)",6
train,liver_116_613_CT_liver_liver.png,"(512, 512)",106332,"(366, 308, 457, 465)",9
train,liver_116_613_CT_liver_tumor.png,"(512, 512)",24852,"(512, 580, 221, 175)",5
train,liver_116_614_CT_liver_liver.png,"(512, 512)",104812,"(368, 310, 453, 461)",9
train,liver_116_614_CT_liver_tumor.png,"(512, 512)",24080,"(514, 576, 217, 177)",5
train,liver_116_615_CT_liver_liver.png,"(512, 512)",103284,"(368, 312, 453, 457)",9
train,liver_116_615_CT_liver_tumor.png,"(512, 512)",23448,"(516, 574, 213, 177)",5
train,liver_116_616_CT_liver_liver.png,"(512, 512)",103340,"(368, 312, 451, 455)",9
train,liver_116_616_CT_liver_tumor.png,"(512, 512)",21512,"(522, 578, 203, 167)",5
train,liver_116_617_CT_liver_liver.png,"(512, 512)",103296,"(368, 314, 451, 451)",9
train,liver_116_617_CT_liver_tumor.png,"(512, 512)",19900,"(526, 580, 195, 161)",4
train,liver_116_618_CT_liver_liver.png,"(512, 512)",101040,"(368, 316, 451, 445)",8
train,liver_116_618_CT_liver_tumor.png,"(512, 512)",18300,"(532, 584, 185, 151)",4
train,liver_116_619_CT_liver_liver.png,"(512, 512)",99192,"(378, 318, 441, 439)",8
train,liver_116_619_CT_liver_tumor.png,"(512, 512)",16820,"(538, 586, 173, 145)",4
train,liver_116_620_CT_liver_liver.png,"(512, 512)",95448,"(398, 322, 419, 431)",8
train,liver_116_620_CT_liver_tumor.png,"(512, 512)",15416,"(544, 590, 163, 137)",3
train,liver_116_621_CT_liver_liver.png,"(512, 512)",93864,"(400, 324, 417, 427)",8
train,liver_116_621_CT_liver_tumor.png,"(512, 512)",14216,"(550, 592, 153, 131)",3
train,liver_116_622_CT_liver_liver.png,"(512, 512)",90792,"(410, 326, 407, 421)",7
train,liver_116_622_CT_liver_tumor.png,"(512, 512)",12992,"(556, 596, 141, 123)",3
train,liver_116_623_CT_liver_liver.png,"(512, 512)",88160,"(418, 328, 397, 417)",7
train,liver_116_623_CT_liver_tumor.png,"(512, 512)",11836,"(562, 598, 133, 117)",2
train,liver_116_624_CT_liver_liver.png,"(512, 512)",85984,"(424, 330, 391, 411)",7
train,liver_116_624_CT_liver_tumor.png,"(512, 512)",10908,"(568, 602, 125, 109)",2
train,liver_116_625_CT_liver_liver.png,"(512, 512)",82872,"(434, 334, 381, 403)",7
train,liver_116_625_CT_liver_tumor.png,"(512, 512)",9912,"(572, 604, 119, 103)",2
train,liver_116_626_CT_liver_liver.png,"(512, 512)",79528,"(444, 338, 369, 395)",6
train,liver_116_626_CT_liver_tumor.png,"(512, 512)",8968,"(576, 606, 115, 97)",2
train,liver_116_627_CT_liver_liver.png,"(512, 512)",76748,"(454, 340, 359, 387)",6
train,liver_116_627_CT_liver_tumor.png,"(512, 512)",8184,"(578, 608, 111, 91)",1
train,liver_116_628_CT_liver_liver.png,"(512, 512)",81328,"(462, 344, 349, 379)",7
train,liver_116_629_CT_liver_liver.png,"(512, 512)",78240,"(470, 346, 341, 373)",6
train,liver_116_630_CT_liver_liver.png,"(512, 512)",74988,"(478, 350, 331, 365)",6
train,liver_116_631_CT_liver_liver.png,"(512, 512)",72628,"(486, 352, 323, 359)",6
train,liver_116_632_CT_liver_liver.png,"(512, 512)",69992,"(490, 354, 319, 351)",6
train,liver_116_633_CT_liver_liver.png,"(512, 512)",67520,"(496, 358, 311, 345)",5
train,liver_116_634_CT_liver_liver.png,"(512, 512)",65568,"(500, 360, 307, 339)",5
train,liver_116_635_CT_liver_liver.png,"(512, 512)",61844,"(516, 364, 289, 321)",5
train,liver_116_636_CT_liver_liver.png,"(512, 512)",58540,"(534, 368, 271, 305)",5
train,liver_116_637_CT_liver_liver.png,"(512, 512)",56092,"(542, 374, 261, 297)",4
train,liver_116_638_CT_liver_liver.png,"(512, 512)",53868,"(546, 378, 257, 289)",4
train,liver_116_639_CT_liver_liver.png,"(512, 512)",50940,"(552, 382, 249, 281)",4
train,liver_116_640_CT_liver_liver.png,"(512, 512)",48652,"(560, 386, 241, 275)",4
train,liver_116_641_CT_liver_liver.png,"(512, 512)",46408,"(566, 390, 233, 267)",4
train,liver_116_642_CT_liver_liver.png,"(512, 512)",43964,"(570, 394, 227, 259)",3
train,liver_116_643_CT_liver_liver.png,"(512, 512)",42044,"(572, 398, 223, 253)",3
train,liver_116_644_CT_liver_liver.png,"(512, 512)",40036,"(574, 404, 219, 243)",3
train,liver_116_645_CT_liver_liver.png,"(512, 512)",38300,"(578, 408, 213, 237)",3
train,liver_116_646_CT_liver_liver.png,"(512, 512)",36472,"(580, 412, 211, 229)",3
train,liver_116_647_CT_liver_liver.png,"(512, 512)",34760,"(584, 416, 205, 223)",3
train,liver_116_648_CT_liver_liver.png,"(512, 512)",33024,"(586, 420, 201, 217)",2
train,liver_116_649_CT_liver_liver.png,"(512, 512)",30620,"(592, 424, 193, 209)",2
train,liver_116_650_CT_liver_liver.png,"(512, 512)",28592,"(596, 430, 187, 201)",2
train,liver_116_651_CT_liver_liver.png,"(512, 512)",26632,"(602, 434, 179, 193)",2
train,liver_116_652_CT_liver_liver.png,"(512, 512)",24740,"(606, 438, 171, 185)",2
train,liver_116_653_CT_liver_liver.png,"(512, 512)",23008,"(610, 442, 165, 179)",2
train,liver_116_654_CT_liver_liver.png,"(512, 512)",21284,"(614, 448, 159, 169)",1
train,liver_116_655_CT_liver_liver.png,"(512, 512)",19684,"(618, 452, 153, 163)",1
train,liver_116_656_CT_liver_liver.png,"(512, 512)",18112,"(622, 456, 147, 155)",1
train,liver_116_657_CT_liver_liver.png,"(512, 512)",16188,"(626, 460, 139, 147)",1
train,liver_116_658_CT_liver_liver.png,"(512, 512)",14584,"(630, 462, 133, 141)",1
train,liver_116_659_CT_liver_liver.png,"(512, 512)",13004,"(634, 466, 125, 135)",1
train,liver_117_308_CT_liver_liver.png,"(512, 512)",12040,"(698, 434, 103, 219)",1
train,liver_117_309_CT_liver_liver.png,"(512, 512)",12788,"(698, 432, 105, 221)",1
train,liver_117_310_CT_liver_liver.png,"(512, 512)",13844,"(698, 430, 105, 225)",1
train,liver_117_311_CT_liver_liver.png,"(512, 512)",14952,"(696, 428, 109, 229)",1
train,liver_117_312_CT_liver_liver.png,"(512, 512)",15964,"(696, 426, 111, 235)",1
train,liver_117_313_CT_liver_liver.png,"(512, 512)",16252,"(696, 424, 111, 237)",1
train,liver_117_314_CT_liver_liver.png,"(512, 512)",16876,"(694, 424, 115, 237)",1
train,liver_117_315_CT_liver_liver.png,"(512, 512)",17260,"(694, 422, 117, 239)",1
train,liver_117_316_CT_liver_liver.png,"(512, 512)",17508,"(694, 420, 117, 241)",1
train,liver_117_317_CT_liver_liver.png,"(512, 512)",17772,"(694, 420, 119, 241)",1
train,liver_117_318_CT_liver_liver.png,"(512, 512)",18388,"(692, 418, 121, 243)",1
train,liver_117_319_CT_liver_liver.png,"(512, 512)",18652,"(692, 416, 123, 245)",1
train,liver_117_320_CT_liver_liver.png,"(512, 512)",19044,"(692, 416, 123, 247)",1
train,liver_117_321_CT_liver_liver.png,"(512, 512)",19468,"(690, 414, 127, 249)",1
train,liver_117_322_CT_liver_liver.png,"(512, 512)",20128,"(690, 412, 127, 251)",1
train,liver_117_323_CT_liver_liver.png,"(512, 512)",20604,"(690, 410, 129, 253)",1
train,liver_117_324_CT_liver_liver.png,"(512, 512)",21240,"(688, 410, 131, 253)",1
train,liver_117_325_CT_liver_liver.png,"(512, 512)",21936,"(688, 408, 133, 255)",1
train,liver_117_326_CT_liver_liver.png,"(512, 512)",22144,"(688, 406, 133, 257)",1
train,liver_117_327_CT_liver_liver.png,"(512, 512)",22848,"(686, 404, 137, 259)",1
train,liver_117_328_CT_liver_liver.png,"(512, 512)",23404,"(686, 404, 139, 261)",1
train,liver_117_329_CT_liver_liver.png,"(512, 512)",24024,"(684, 402, 141, 263)",2
train,liver_117_330_CT_liver_liver.png,"(512, 512)",24344,"(684, 400, 143, 265)",2
train,liver_117_331_CT_liver_liver.png,"(512, 512)",24560,"(684, 398, 145, 269)",2
train,liver_117_332_CT_liver_liver.png,"(512, 512)",24780,"(682, 396, 147, 271)",2
train,liver_117_333_CT_liver_liver.png,"(512, 512)",25120,"(682, 394, 149, 273)",2
train,liver_117_334_CT_liver_liver.png,"(512, 512)",25548,"(680, 392, 151, 275)",2
train,liver_117_335_CT_liver_liver.png,"(512, 512)",25992,"(680, 392, 153, 277)",2
train,liver_117_336_CT_liver_liver.png,"(512, 512)",26416,"(678, 390, 157, 279)",2
train,liver_117_337_CT_liver_liver.png,"(512, 512)",27012,"(678, 388, 159, 281)",2
train,liver_117_338_CT_liver_liver.png,"(512, 512)",27484,"(678, 386, 159, 285)",2
train,liver_117_339_CT_liver_liver.png,"(512, 512)",28220,"(650, 384, 189, 311)",2
train,liver_117_340_CT_liver_liver.png,"(512, 512)",28548,"(648, 384, 191, 311)",2
train,liver_117_341_CT_liver_liver.png,"(512, 512)",29468,"(646, 382, 195, 313)",2
train,liver_117_342_CT_liver_liver.png,"(512, 512)",30456,"(644, 380, 197, 317)",2
train,liver_117_343_CT_liver_liver.png,"(512, 512)",30944,"(638, 380, 205, 317)",2
train,liver_117_344_CT_liver_liver.png,"(512, 512)",31568,"(630, 378, 213, 321)",2
train,liver_117_345_CT_liver_liver.png,"(512, 512)",31480,"(630, 376, 213, 323)",2
train,liver_117_346_CT_liver_liver.png,"(512, 512)",32324,"(628, 376, 217, 325)",2
train,liver_117_347_CT_liver_liver.png,"(512, 512)",32912,"(626, 374, 219, 327)",2
