split,fname,original_shape,mask_area,mask_bbox,slice_ratio
train,case_00036_69_CT_abdomen_kidney.png,"(512, 512)",5008,"(568, 296, 83, 85)",1
train,case_00037_21_CT_abdomen_kidney.png,"(512, 512)",4496,"(548, 612, 81, 75)",1
train,case_00037_22_CT_abdomen_kidney.png,"(512, 512)",9604,"(542, 314, 93, 379)",3
train,case_00037_23_CT_abdomen_kidney.png,"(512, 512)",13520,"(532, 302, 105, 399)",4
train,case_00037_23_CT_abdomen_kidney+cyst.png,"(512, 512)",1400,"(604, 370, 45, 45)",1
train,case_00037_24_CT_abdomen_kidney.png,"(512, 512)",17544,"(518, 290, 127, 419)",6
train,case_00037_24_CT_abdomen_kidney+cyst.png,"(512, 512)",2572,"(596, 364, 59, 57)",2
train,case_00037_25_CT_abdomen_kidney.png,"(512, 512)",20900,"(508, 282, 139, 435)",7
train,case_00037_25_CT_abdomen_kidney+cyst.png,"(512, 512)",3348,"(590, 364, 69, 59)",3
train,case_00037_26_CT_abdomen_kidney.png,"(512, 512)",22648,"(502, 272, 153, 449)",8
train,case_00037_26_CT_abdomen_kidney+cyst.png,"(512, 512)",3664,"(548, 358, 113, 65)",3
train,case_00037_27_CT_abdomen_kidney.png,"(512, 512)",24444,"(492, 268, 157, 463)",8
train,case_00037_27_CT_abdomen_kidney+cyst.png,"(512, 512)",3444,"(544, 360, 113, 61)",3
train,case_00037_28_CT_abdomen_kidney.png,"(512, 512)",24484,"(478, 260, 167, 473)",8
train,case_00037_28_CT_abdomen_kidney+cyst.png,"(512, 512)",3016,"(558, 364, 95, 51)",3
train,case_00037_29_CT_abdomen_kidney.png,"(512, 512)",25412,"(470, 254, 175, 481)",9
train,case_00037_29_CT_abdomen_kidney+cyst.png,"(512, 512)",1804,"(556, 368, 85, 39)",1
train,case_00037_30_CT_abdomen_kidney.png,"(512, 512)",27032,"(462, 248, 183, 489)",9
train,case_00037_31_CT_abdomen_kidney.png,"(512, 512)",28048,"(452, 244, 191, 497)",10
train,case_00037_31_CT_abdomen_kidney+cyst.png,"(512, 512)",1440,"(442, 588, 39, 57)",1
train,case_00037_32_CT_abdomen_kidney.png,"(512, 512)",27984,"(448, 242, 193, 503)",9
train,case_00037_32_CT_abdomen_kidney+cyst.png,"(512, 512)",5268,"(428, 574, 107, 177)",5
train,case_00037_33_CT_abdomen_kidney.png,"(512, 512)",27476,"(434, 236, 201, 553)",9
train,case_00037_33_CT_abdomen_kidney+cyst.png,"(512, 512)",7864,"(424, 570, 119, 183)",8
train,case_00037_34_CT_abdomen_kidney.png,"(512, 512)",26372,"(424, 234, 211, 559)",9
train,case_00037_34_CT_abdomen_kidney+cyst.png,"(512, 512)",9340,"(424, 566, 121, 185)",10
train,case_00037_35_CT_abdomen_kidney.png,"(512, 512)",26288,"(436, 236, 193, 521)",9
train,case_00037_35_CT_abdomen_tumor.png,"(512, 512)",6760,"(442, 712, 119, 85)",2
train,case_00037_35_CT_abdomen_kidney+cyst.png,"(512, 512)",7764,"(424, 566, 119, 177)",8
train,case_00037_35_CT_abdomen_kidney+tumor.png,"(512, 512)",6760,"(442, 712, 119, 85)",2
train,case_00037_36_CT_abdomen_kidney.png,"(512, 512)",22728,"(426, 234, 199, 571)",8
train,case_00037_36_CT_abdomen_tumor.png,"(512, 512)",14644,"(428, 692, 151, 119)",4
train,case_00037_36_CT_abdomen_kidney+cyst.png,"(512, 512)",6184,"(428, 566, 85, 95)",6
train,case_00037_36_CT_abdomen_kidney+tumor.png,"(512, 512)",14644,"(428, 692, 151, 119)",4
train,case_00037_37_CT_abdomen_kidney.png,"(512, 512)",20864,"(424, 240, 195, 579)",7
train,case_00037_37_CT_abdomen_tumor.png,"(512, 512)",18980,"(416, 678, 171, 141)",5
train,case_00037_37_CT_abdomen_kidney+cyst.png,"(512, 512)",4944,"(430, 568, 75, 89)",5
train,case_00037_37_CT_abdomen_kidney+tumor.png,"(512, 512)",18980,"(416, 678, 171, 141)",5
train,case_00037_38_CT_abdomen_kidney.png,"(512, 512)",19532,"(414, 244, 201, 581)",6
train,case_00037_38_CT_abdomen_tumor.png,"(512, 512)",22460,"(412, 676, 187, 149)",6
train,case_00037_38_CT_abdomen_kidney+cyst.png,"(512, 512)",3372,"(432, 574, 67, 73)",3
train,case_00037_38_CT_abdomen_kidney+tumor.png,"(512, 512)",22460,"(412, 676, 187, 149)",6
train,case_00037_39_CT_abdomen_kidney.png,"(512, 512)",15040,"(416, 242, 193, 583)",5
train,case_00037_39_CT_abdomen_tumor.png,"(512, 512)",28964,"(408, 632, 197, 197)",8
train,case_00037_39_CT_abdomen_kidney+cyst.png,"(512, 512)",1020,"(450, 588, 37, 49)",1
train,case_00037_39_CT_abdomen_kidney+tumor.png,"(512, 512)",28964,"(408, 632, 197, 197)",8
train,case_00037_40_CT_abdomen_kidney.png,"(512, 512)",12120,"(406, 250, 209, 551)",4
train,case_00037_40_CT_abdomen_tumor.png,"(512, 512)",32156,"(406, 622, 205, 211)",9
train,case_00037_40_CT_abdomen_kidney+tumor.png,"(512, 512)",32156,"(406, 622, 205, 211)",9
train,case_00037_41_CT_abdomen_kidney.png,"(512, 512)",11296,"(412, 250, 207, 543)",4
train,case_00037_41_CT_abdomen_tumor.png,"(512, 512)",33392,"(406, 616, 209, 219)",9
train,case_00037_41_CT_abdomen_kidney+tumor.png,"(512, 512)",33392,"(406, 616, 209, 219)",9
train,case_00037_42_CT_abdomen_kidney.png,"(512, 512)",9092,"(418, 256, 167, 423)",3
train,case_00037_42_CT_abdomen_tumor.png,"(512, 512)",33648,"(408, 618, 209, 217)",10
train,case_00037_42_CT_abdomen_kidney+tumor.png,"(512, 512)",33648,"(408, 618, 209, 217)",10
train,case_00037_43_CT_abdomen_kidney.png,"(512, 512)",7380,"(422, 264, 155, 569)",2
train,case_00037_43_CT_abdomen_tumor.png,"(512, 512)",32988,"(408, 622, 211, 211)",9
train,case_00037_43_CT_abdomen_kidney+tumor.png,"(512, 512)",32988,"(408, 622, 211, 211)",9
train,case_00037_44_CT_abdomen_kidney.png,"(512, 512)",4392,"(414, 266, 203, 505)",1
train,case_00037_44_CT_abdomen_tumor.png,"(512, 512)",30996,"(410, 638, 207, 195)",9
train,case_00037_44_CT_abdomen_kidney+cyst.png,"(512, 512)",1508,"(504, 320, 41, 49)",1
train,case_00037_44_CT_abdomen_kidney+tumor.png,"(512, 512)",30996,"(410, 638, 207, 195)",9
train,case_00037_45_CT_abdomen_tumor.png,"(512, 512)",28764,"(414, 636, 199, 195)",8
train,case_00037_45_CT_abdomen_kidney+cyst.png,"(512, 512)",1864,"(494, 318, 53, 45)",1
train,case_00037_45_CT_abdomen_kidney+tumor.png,"(512, 512)",28764,"(414, 636, 199, 195)",8
train,case_00037_46_CT_abdomen_tumor.png,"(512, 512)",26300,"(422, 638, 185, 183)",7
train,case_00037_46_CT_abdomen_kidney+cyst.png,"(512, 512)",1648,"(502, 316, 43, 49)",1
train,case_00037_46_CT_abdomen_kidney+tumor.png,"(512, 512)",26300,"(422, 638, 185, 183)",7
train,case_00037_47_CT_abdomen_tumor.png,"(512, 512)",23360,"(430, 642, 171, 175)",6
train,case_00037_47_CT_abdomen_kidney+tumor.png,"(512, 512)",23360,"(430, 642, 171, 175)",6
train,case_00037_48_CT_abdomen_tumor.png,"(512, 512)",19576,"(440, 644, 155, 161)",5
train,case_00037_48_CT_abdomen_kidney+tumor.png,"(512, 512)",19576,"(440, 644, 155, 161)",5
train,case_00037_49_CT_abdomen_tumor.png,"(512, 512)",15252,"(450, 650, 137, 141)",4
train,case_00037_49_CT_abdomen_kidney+tumor.png,"(512, 512)",15252,"(450, 650, 137, 141)",4
train,case_00037_50_CT_abdomen_tumor.png,"(512, 512)",10944,"(460, 656, 117, 121)",3
train,case_00037_50_CT_abdomen_kidney+tumor.png,"(512, 512)",10944,"(460, 656, 117, 121)",3
train,case_00037_51_CT_abdomen_tumor.png,"(512, 512)",6524,"(474, 670, 95, 93)",1
train,case_00037_51_CT_abdomen_kidney+tumor.png,"(512, 512)",6524,"(474, 670, 95, 93)",1
train,case_00038_5_CT_abdomen_kidney.png,"(512, 512)",5784,"(580, 302, 97, 429)",1
train,case_00038_6_CT_abdomen_kidney.png,"(512, 512)",13312,"(562, 278, 123, 475)",3
train,case_00038_7_CT_abdomen_kidney.png,"(512, 512)",20772,"(548, 246, 139, 519)",4
train,case_00038_8_CT_abdomen_kidney.png,"(512, 512)",27876,"(538, 230, 151, 545)",6
train,case_00038_9_CT_abdomen_kidney.png,"(512, 512)",33088,"(530, 222, 159, 561)",7
train,case_00038_10_CT_abdomen_kidney.png,"(512, 512)",36588,"(522, 210, 165, 579)",8
train,case_00038_11_CT_abdomen_kidney.png,"(512, 512)",39584,"(518, 206, 171, 587)",9
train,case_00038_12_CT_abdomen_kidney.png,"(512, 512)",41164,"(514, 206, 169, 589)",9
train,case_00038_13_CT_abdomen_kidney.png,"(512, 512)",41636,"(510, 202, 169, 597)",9
train,case_00038_14_CT_abdomen_kidney.png,"(512, 512)",41756,"(500, 194, 175, 607)",9
train,case_00038_15_CT_abdomen_kidney.png,"(512, 512)",41824,"(494, 194, 175, 611)",10
train,case_00038_16_CT_abdomen_kidney.png,"(512, 512)",41348,"(490, 192, 177, 615)",9
train,case_00038_17_CT_abdomen_kidney.png,"(512, 512)",39936,"(480, 190, 187, 617)",9
train,case_00038_18_CT_abdomen_kidney.png,"(512, 512)",36296,"(470, 186, 191, 621)",8
train,case_00038_18_CT_abdomen_tumor.png,"(512, 512)",4240,"(516, 268, 69, 73)",2
train,case_00038_18_CT_abdomen_kidney+tumor.png,"(512, 512)",4240,"(516, 268, 69, 73)",2
train,case_00038_19_CT_abdomen_kidney.png,"(512, 512)",32316,"(462, 184, 193, 621)",7
train,case_00038_19_CT_abdomen_tumor.png,"(512, 512)",10104,"(502, 242, 111, 109)",7
train,case_00038_19_CT_abdomen_kidney+tumor.png,"(512, 512)",10104,"(502, 242, 111, 109)",7
train,case_00038_20_CT_abdomen_kidney.png,"(512, 512)",30372,"(456, 186, 193, 617)",7
train,case_00038_20_CT_abdomen_tumor.png,"(512, 512)",11608,"(494, 238, 121, 115)",8
train,case_00038_20_CT_abdomen_kidney+tumor.png,"(512, 512)",11608,"(494, 238, 121, 115)",8
train,case_00038_21_CT_abdomen_kidney.png,"(512, 512)",26864,"(450, 188, 195, 609)",6
train,case_00038_21_CT_abdomen_tumor.png,"(512, 512)",13792,"(486, 232, 139, 125)",9
train,case_00038_21_CT_abdomen_kidney+tumor.png,"(512, 512)",13792,"(486, 232, 139, 125)",9
train,case_00038_22_CT_abdomen_kidney.png,"(512, 512)",24128,"(450, 192, 189, 597)",5
train,case_00038_22_CT_abdomen_tumor.png,"(512, 512)",14024,"(484, 226, 141, 133)",9
train,case_00038_22_CT_abdomen_kidney+tumor.png,"(512, 512)",14024,"(484, 226, 141, 133)",9
train,case_00038_23_CT_abdomen_kidney.png,"(512, 512)",20976,"(450, 198, 183, 583)",5
train,case_00038_23_CT_abdomen_tumor.png,"(512, 512)",14200,"(480, 230, 141, 127)",10
train,case_00038_23_CT_abdomen_kidney+tumor.png,"(512, 512)",14200,"(480, 230, 141, 127)",10
train,case_00038_24_CT_abdomen_kidney.png,"(512, 512)",18148,"(450, 202, 173, 571)",4
train,case_00038_24_CT_abdomen_tumor.png,"(512, 512)",12744,"(484, 232, 135, 119)",8
train,case_00038_24_CT_abdomen_kidney+tumor.png,"(512, 512)",12744,"(484, 232, 135, 119)",8
train,case_00038_25_CT_abdomen_kidney.png,"(512, 512)",15144,"(448, 204, 165, 559)",3
train,case_00038_25_CT_abdomen_tumor.png,"(512, 512)",10608,"(498, 234, 115, 113)",7
train,case_00038_25_CT_abdomen_kidney+tumor.png,"(512, 512)",10608,"(498, 234, 115, 113)",7
train,case_00038_26_CT_abdomen_kidney.png,"(512, 512)",12496,"(454, 206, 147, 549)",2
train,case_00038_26_CT_abdomen_tumor.png,"(512, 512)",7724,"(502, 242, 99, 97)",5
train,case_00038_26_CT_abdomen_kidney+tumor.png,"(512, 512)",7724,"(502, 242, 99, 97)",5
train,case_00038_27_CT_abdomen_kidney.png,"(512, 512)",10036,"(460, 208, 127, 535)",2
train,case_00038_27_CT_abdomen_tumor.png,"(512, 512)",2808,"(518, 258, 59, 59)",1
train,case_00038_27_CT_abdomen_kidney+tumor.png,"(512, 512)",2808,"(518, 258, 59, 59)",1
train,case_00038_28_CT_abdomen_kidney.png,"(512, 512)",6200,"(466, 214, 87, 87)",1
train,case_00039_19_CT_abdomen_kidney.png,"(512, 512)",7604,"(584, 600, 119, 89)",2
train,case_00039_20_CT_abdomen_kidney.png,"(512, 512)",12080,"(570, 594, 141, 117)",3
train,case_00039_21_CT_abdomen_kidney.png,"(512, 512)",15272,"(560, 592, 153, 135)",4
train,case_00039_22_CT_abdomen_kidney.png,"(512, 512)",18080,"(550, 590, 163, 149)",4
train,case_00039_23_CT_abdomen_kidney.png,"(512, 512)",19352,"(534, 588, 171, 159)",5
train,case_00039_24_CT_abdomen_kidney.png,"(512, 512)",21504,"(518, 590, 185, 161)",5
train,case_00039_25_CT_abdomen_kidney.png,"(512, 512)",24624,"(512, 306, 187, 453)",6
train,case_00039_26_CT_abdomen_kidney.png,"(512, 512)",28100,"(504, 284, 185, 479)",7
train,case_00039_27_CT_abdomen_kidney.png,"(512, 512)",29492,"(500, 274, 181, 489)",7
train,case_00039_28_CT_abdomen_kidney.png,"(512, 512)",31472,"(498, 252, 173, 511)",8
train,case_00039_29_CT_abdomen_kidney.png,"(512, 512)",34336,"(492, 240, 177, 519)",9
train,case_00039_30_CT_abdomen_kidney.png,"(512, 512)",36316,"(484, 230, 183, 525)",9
train,case_00039_31_CT_abdomen_kidney.png,"(512, 512)",37492,"(478, 216, 185, 535)",10
train,case_00039_32_CT_abdomen_kidney.png,"(512, 512)",37036,"(470, 206, 189, 547)",9
train,case_00039_33_CT_abdomen_kidney.png,"(512, 512)",33584,"(466, 206, 183, 541)",8
train,case_00039_33_CT_abdomen_tumor.png,"(512, 512)",716,"(506, 632, 31, 31)",2
train,case_00039_33_CT_abdomen_kidney+tumor.png,"(512, 512)",716,"(506, 632, 31, 31)",2
train,case_00039_34_CT_abdomen_kidney.png,"(512, 512)",30112,"(458, 202, 185, 537)",8
train,case_00039_34_CT_abdomen_tumor.png,"(512, 512)",2020,"(492, 618, 45, 53)",5
train,case_00039_34_CT_abdomen_kidney+tumor.png,"(512, 512)",2020,"(492, 618, 45, 53)",5
train,case_00039_35_CT_abdomen_kidney.png,"(512, 512)",25164,"(456, 200, 181, 527)",6
train,case_00039_35_CT_abdomen_tumor.png,"(512, 512)",3532,"(488, 618, 63, 69)",10
train,case_00039_35_CT_abdomen_kidney+tumor.png,"(512, 512)",3532,"(488, 618, 63, 69)",10
train,case_00039_36_CT_abdomen_kidney.png,"(512, 512)",22164,"(452, 196, 175, 519)",5
train,case_00039_36_CT_abdomen_tumor.png,"(512, 512)",2800,"(488, 620, 57, 59)",7
train,case_00039_36_CT_abdomen_kidney+tumor.png,"(512, 512)",2800,"(488, 620, 57, 59)",7
train,case_00039_37_CT_abdomen_kidney.png,"(512, 512)",18280,"(446, 194, 171, 495)",4
train,case_00039_37_CT_abdomen_tumor.png,"(512, 512)",1496,"(498, 626, 39, 49)",4
train,case_00039_37_CT_abdomen_kidney+tumor.png,"(512, 512)",1496,"(498, 626, 39, 49)",4
train,case_00039_38_CT_abdomen_kidney.png,"(512, 512)",16736,"(440, 198, 163, 141)",4
train,case_00039_39_CT_abdomen_kidney.png,"(512, 512)",15012,"(436, 204, 147, 133)",4
train,case_00039_40_CT_abdomen_kidney.png,"(512, 512)",13368,"(434, 210, 143, 123)",3
train,case_00039_41_CT_abdomen_kidney.png,"(512, 512)",11024,"(436, 222, 133, 107)",2
train,case_00039_42_CT_abdomen_kidney.png,"(512, 512)",8148,"(440, 230, 117, 91)",2
train,case_00039_43_CT_abdomen_kidney.png,"(512, 512)",4216,"(450, 244, 77, 69)",1
train,case_00040_45_CT_abdomen_kidney.png,"(512, 512)",2340,"(602, 602, 59, 57)",1
train,case_00040_46_CT_abdomen_kidney.png,"(512, 512)",3724,"(596, 598, 69, 71)",2
train,case_00040_47_CT_abdomen_kidney.png,"(512, 512)",5324,"(588, 592, 81, 87)",3
train,case_00040_48_CT_abdomen_kidney.png,"(512, 512)",6344,"(582, 590, 87, 95)",4
train,case_00040_49_CT_abdomen_kidney.png,"(512, 512)",7752,"(574, 588, 97, 105)",5
train,case_00040_50_CT_abdomen_kidney.png,"(512, 512)",8652,"(570, 586, 99, 113)",5
train,case_00040_51_CT_abdomen_kidney.png,"(512, 512)",9936,"(562, 586, 107, 121)",6
train,case_00040_52_CT_abdomen_kidney.png,"(512, 512)",10444,"(558, 584, 109, 125)",6
train,case_00040_53_CT_abdomen_kidney.png,"(512, 512)",11456,"(554, 584, 113, 133)",7
train,case_00040_54_CT_abdomen_kidney.png,"(512, 512)",12020,"(550, 584, 115, 135)",7
train,case_00040_55_CT_abdomen_kidney.png,"(512, 512)",13084,"(544, 584, 121, 143)",8
train,case_00040_56_CT_abdomen_kidney.png,"(512, 512)",13480,"(540, 586, 123, 143)",8
train,case_00040_57_CT_abdomen_kidney.png,"(512, 512)",14388,"(536, 584, 127, 151)",9
train,case_00040_58_CT_abdomen_kidney.png,"(512, 512)",14596,"(532, 586, 129, 151)",9
train,case_00040_59_CT_abdomen_kidney.png,"(512, 512)",15200,"(528, 586, 133, 157)",9
train,case_00040_60_CT_abdomen_kidney.png,"(512, 512)",15240,"(528, 586, 133, 157)",10
train,case_00040_61_CT_abdomen_kidney.png,"(512, 512)",14872,"(526, 586, 137, 163)",9
train,case_00040_61_CT_abdomen_tumor.png,"(512, 512)",1116,"(532, 596, 35, 37)",3
train,case_00040_61_CT_abdomen_kidney+tumor.png,"(512, 512)",1116,"(532, 596, 35, 37)",3
train,case_00040_62_CT_abdomen_kidney.png,"(512, 512)",13936,"(522, 588, 137, 161)",9
train,case_00040_62_CT_abdomen_tumor.png,"(512, 512)",1920,"(528, 592, 45, 49)",5
train,case_00040_62_CT_abdomen_kidney+tumor.png,"(512, 512)",1920,"(528, 592, 45, 49)",5
train,case_00040_63_CT_abdomen_kidney.png,"(512, 512)",13916,"(520, 588, 139, 165)",9
train,case_00040_63_CT_abdomen_tumor.png,"(512, 512)",2248,"(524, 588, 49, 55)",6
train,case_00040_63_CT_abdomen_kidney+tumor.png,"(512, 512)",2248,"(524, 588, 49, 55)",6
train,case_00040_64_CT_abdomen_kidney.png,"(512, 512)",13540,"(520, 588, 137, 165)",8
train,case_00040_64_CT_abdomen_tumor.png,"(512, 512)",2620,"(522, 588, 55, 57)",7
train,case_00040_64_CT_abdomen_kidney+tumor.png,"(512, 512)",2620,"(522, 588, 55, 57)",7
train,case_00040_65_CT_abdomen_kidney.png,"(512, 512)",13500,"(520, 588, 137, 167)",8
train,case_00040_65_CT_abdomen_tumor.png,"(512, 512)",2972,"(522, 588, 59, 61)",8
train,case_00040_65_CT_abdomen_kidney+tumor.png,"(512, 512)",2972,"(522, 588, 59, 61)",8
train,case_00040_66_CT_abdomen_kidney.png,"(512, 512)",12780,"(522, 592, 131, 163)",8
train,case_00040_66_CT_abdomen_tumor.png,"(512, 512)",3164,"(526, 588, 61, 63)",9
train,case_00040_66_CT_abdomen_kidney+tumor.png,"(512, 512)",3164,"(526, 588, 61, 63)",9
train,case_00040_67_CT_abdomen_kidney.png,"(512, 512)",12828,"(522, 592, 131, 165)",8
train,case_00040_67_CT_abdomen_tumor.png,"(512, 512)",3412,"(524, 588, 65, 65)",10
train,case_00040_67_CT_abdomen_kidney+tumor.png,"(512, 512)",3412,"(524, 588, 65, 65)",10
train,case_00040_68_CT_abdomen_kidney.png,"(512, 512)",12624,"(524, 600, 125, 157)",8
train,case_00040_68_CT_abdomen_tumor.png,"(512, 512)",2972,"(524, 592, 67, 55)",8
train,case_00040_68_CT_abdomen_kidney+tumor.png,"(512, 512)",2972,"(524, 592, 67, 55)",8
train,case_00040_69_CT_abdomen_kidney.png,"(512, 512)",13280,"(526, 604, 123, 159)",8
train,case_00040_69_CT_abdomen_tumor.png,"(512, 512)",2380,"(534, 594, 57, 53)",6
train,case_00040_69_CT_abdomen_kidney+tumor.png,"(512, 512)",2380,"(534, 594, 57, 53)",6
train,case_00040_70_CT_abdomen_kidney.png,"(512, 512)",12944,"(530, 600, 117, 163)",8
train,case_00040_70_CT_abdomen_tumor.png,"(512, 512)",1848,"(538, 598, 51, 49)",5
train,case_00040_70_CT_abdomen_kidney+tumor.png,"(512, 512)",1848,"(538, 598, 51, 49)",5
train,case_00040_71_CT_abdomen_kidney.png,"(512, 512)",13208,"(528, 600, 119, 165)",8
train,case_00040_71_CT_abdomen_tumor.png,"(512, 512)",968,"(542, 602, 35, 33)",2
train,case_00040_71_CT_abdomen_kidney+tumor.png,"(512, 512)",968,"(542, 602, 35, 33)",2
train,case_00040_72_CT_abdomen_kidney.png,"(512, 512)",13648,"(526, 606, 119, 159)",8
train,case_00040_73_CT_abdomen_kidney.png,"(512, 512)",13844,"(526, 608, 119, 159)",9
train,case_00040_74_CT_abdomen_kidney.png,"(512, 512)",13596,"(528, 610, 113, 157)",8
train,case_00040_75_CT_abdomen_kidney.png,"(512, 512)",13848,"(524, 608, 117, 159)",9
train,case_00040_76_CT_abdomen_kidney.png,"(512, 512)",13620,"(522, 610, 115, 157)",8
train,case_00040_77_CT_abdomen_kidney.png,"(512, 512)",13928,"(518, 610, 117, 157)",9
train,case_00040_78_CT_abdomen_kidney.png,"(512, 512)",13212,"(518, 612, 113, 153)",8
train,case_00040_79_CT_abdomen_kidney.png,"(512, 512)",13252,"(516, 612, 113, 153)",8
train,case_00040_80_CT_abdomen_kidney.png,"(512, 512)",12628,"(518, 614, 107, 151)",8
train,case_00040_81_CT_abdomen_kidney.png,"(512, 512)",12412,"(518, 614, 107, 151)",8
train,case_00040_82_CT_abdomen_kidney.png,"(512, 512)",11928,"(516, 614, 105, 151)",7
train,case_00040_83_CT_abdomen_kidney.png,"(512, 512)",11904,"(516, 614, 105, 149)",7
train,case_00040_84_CT_abdomen_kidney.png,"(512, 512)",11620,"(514, 616, 103, 147)",7
train,case_00040_85_CT_abdomen_kidney.png,"(512, 512)",11836,"(508, 616, 109, 147)",7
train,case_00040_86_CT_abdomen_kidney.png,"(512, 512)",11512,"(506, 618, 107, 145)",7
train,case_00040_87_CT_abdomen_kidney.png,"(512, 512)",11636,"(504, 620, 107, 143)",7
train,case_00040_88_CT_abdomen_kidney.png,"(512, 512)",11240,"(504, 620, 103, 143)",7
train,case_00040_89_CT_abdomen_kidney.png,"(512, 512)",11132,"(500, 620, 105, 143)",7
train,case_00040_90_CT_abdomen_kidney.png,"(512, 512)",10364,"(500, 622, 99, 141)",6
train,case_00040_91_CT_abdomen_kidney.png,"(512, 512)",10136,"(498, 624, 101, 141)",6
train,case_00040_92_CT_abdomen_kidney.png,"(512, 512)",9600,"(500, 626, 95, 137)",6
train,case_00040_93_CT_abdomen_kidney.png,"(512, 512)",9904,"(500, 626, 93, 139)",6
train,case_00040_94_CT_abdomen_kidney.png,"(512, 512)",9400,"(502, 632, 91, 133)",6
train,case_00040_95_CT_abdomen_kidney.png,"(512, 512)",10136,"(496, 632, 97, 133)",6
train,case_00040_96_CT_abdomen_kidney.png,"(512, 512)",10140,"(456, 446, 137, 319)",6
train,case_00040_97_CT_abdomen_kidney.png,"(512, 512)",11320,"(448, 434, 143, 331)",7
train,case_00040_98_CT_abdomen_kidney.png,"(512, 512)",11612,"(442, 428, 145, 337)",7
train,case_00040_99_CT_abdomen_kidney.png,"(512, 512)",12784,"(434, 422, 153, 343)",8
train,case_00040_100_CT_abdomen_kidney.png,"(512, 512)",12464,"(430, 420, 153, 343)",8
train,case_00040_101_CT_abdomen_kidney.png,"(512, 512)",13096,"(424, 414, 157, 349)",8
train,case_00040_102_CT_abdomen_kidney.png,"(512, 512)",12548,"(420, 412, 157, 347)",8
train,case_00040_103_CT_abdomen_kidney.png,"(512, 512)",12884,"(416, 408, 161, 351)",8
train,case_00040_104_CT_abdomen_kidney.png,"(512, 512)",12336,"(420, 406, 151, 347)",8
train,case_00040_105_CT_abdomen_kidney.png,"(512, 512)",12956,"(418, 404, 151, 347)",8
train,case_00040_106_CT_abdomen_kidney.png,"(512, 512)",11892,"(418, 404, 145, 339)",7
train,case_00040_107_CT_abdomen_kidney.png,"(512, 512)",11880,"(412, 402, 149, 337)",7
train,case_00040_108_CT_abdomen_kidney.png,"(512, 512)",10560,"(412, 402, 135, 321)",6
train,case_00040_109_CT_abdomen_kidney.png,"(512, 512)",10984,"(408, 400, 97, 151)",7
train,case_00040_110_CT_abdomen_kidney.png,"(512, 512)",10920,"(408, 400, 95, 151)",7
train,case_00040_111_CT_abdomen_kidney.png,"(512, 512)",11348,"(406, 400, 97, 157)",7
train,case_00040_112_CT_abdomen_kidney.png,"(512, 512)",11336,"(406, 400, 95, 157)",7
train,case_00040_113_CT_abdomen_kidney.png,"(512, 512)",11760,"(406, 398, 95, 161)",7
train,case_00040_114_CT_abdomen_kidney.png,"(512, 512)",12100,"(406, 398, 93, 161)",7
train,case_00040_115_CT_abdomen_kidney.png,"(512, 512)",12944,"(404, 396, 95, 165)",8
train,case_00040_116_CT_abdomen_kidney.png,"(512, 512)",12980,"(402, 398, 93, 163)",8
train,case_00040_117_CT_abdomen_kidney.png,"(512, 512)",13464,"(398, 398, 99, 163)",8
train,case_00040_118_CT_abdomen_kidney.png,"(512, 512)",13460,"(396, 400, 101, 159)",8
train,case_00040_119_CT_abdomen_kidney.png,"(512, 512)",13956,"(394, 400, 105, 159)",9
train,case_00040_120_CT_abdomen_kidney.png,"(512, 512)",13780,"(394, 400, 105, 159)",9
train,case_00040_121_CT_abdomen_kidney.png,"(512, 512)",13984,"(392, 400, 109, 165)",9
train,case_00040_122_CT_abdomen_kidney.png,"(512, 512)",13816,"(392, 400, 109, 167)",9
train,case_00040_123_CT_abdomen_kidney.png,"(512, 512)",14260,"(388, 400, 115, 171)",9
train,case_00040_124_CT_abdomen_kidney.png,"(512, 512)",14016,"(388, 402, 115, 169)",9
train,case_00040_125_CT_abdomen_kidney.png,"(512, 512)",14332,"(388, 402, 117, 169)",9
train,case_00040_126_CT_abdomen_kidney.png,"(512, 512)",14212,"(390, 400, 115, 171)",9
train,case_00040_127_CT_abdomen_kidney.png,"(512, 512)",14656,"(390, 394, 117, 179)",9
train,case_00040_128_CT_abdomen_kidney.png,"(512, 512)",13972,"(394, 394, 113, 179)",9
train,case_00040_129_CT_abdomen_kidney.png,"(512, 512)",13988,"(394, 392, 117, 181)",9
train,case_00040_130_CT_abdomen_kidney.png,"(512, 512)",12428,"(402, 392, 109, 177)",8
train,case_00040_131_CT_abdomen_kidney.png,"(512, 512)",12040,"(404, 392, 109, 177)",7
train,case_00040_132_CT_abdomen_kidney.png,"(512, 512)",11456,"(410, 394, 103, 175)",7
train,case_00040_133_CT_abdomen_kidney.png,"(512, 512)",11756,"(408, 394, 107, 175)",7
train,case_00040_134_CT_abdomen_kidney.png,"(512, 512)",11628,"(408, 394, 107, 169)",7
train,case_00040_135_CT_abdomen_kidney.png,"(512, 512)",12404,"(406, 394, 113, 169)",8
train,case_00040_136_CT_abdomen_kidney.png,"(512, 512)",12048,"(406, 396, 113, 161)",7
train,case_00040_137_CT_abdomen_kidney.png,"(512, 512)",12084,"(406, 398, 115, 157)",7
train,case_00040_138_CT_abdomen_kidney.png,"(512, 512)",11808,"(406, 400, 117, 151)",7
train,case_00040_139_CT_abdomen_kidney.png,"(512, 512)",12252,"(406, 400, 119, 149)",8
