split,fname,cell_count
train,Part_1_1659_pathology_bile-duct_connective+tissue+cells.png,12
train,Part_1_1660_pathology_bladder_neoplastic+cells.png,23
train,Part_1_1660_pathology_bladder_inflammatory+cells.png,1
train,Part_1_1660_pathology_bladder_connective+tissue+cells.png,4
train,Part_1_1661_pathology_bladder_neoplastic+cells.png,18
train,Part_1_1662_pathology_bladder_neoplastic+cells.png,30
test,Part_1_1663_pathology_bladder_inflammatory+cells.png,1
test,Part_1_1663_pathology_bladder_connective+tissue+cells.png,11
train,Part_1_1664_pathology_bladder_connective+tissue+cells.png,5
train,Part_1_1665_pathology_bladder_connective+tissue+cells.png,8
test,Part_1_1666_pathology_bladder_inflammatory+cells.png,1
test,Part_1_1666_pathology_bladder_connective+tissue+cells.png,16
test,Part_1_1667_pathology_bladder_connective+tissue+cells.png,7
train,Part_1_1668_pathology_bladder_connective+tissue+cells.png,8
test,Part_1_1669_pathology_bladder_connective+tissue+cells.png,12
train,Part_1_1670_pathology_bladder_connective+tissue+cells.png,13
test,Part_1_1671_pathology_bladder_connective+tissue+cells.png,8
train,Part_1_1672_pathology_bladder_connective+tissue+cells.png,8
train,Part_1_1673_pathology_bladder_connective+tissue+cells.png,8
train,Part_1_1674_pathology_bladder_connective+tissue+cells.png,7
train,Part_1_1675_pathology_bladder_inflammatory+cells.png,2
train,Part_1_1675_pathology_bladder_connective+tissue+cells.png,2
train,Part_1_1676_pathology_bladder_connective+tissue+cells.png,9
test,Part_1_1677_pathology_bladder_connective+tissue+cells.png,8
train,Part_1_1678_pathology_bladder_inflammatory+cells.png,1
train,Part_1_1678_pathology_bladder_connective+tissue+cells.png,3
test,Part_1_1679_pathology_breast_connective+tissue+cells.png,2
train,Part_1_1680_pathology_breast_connective+tissue+cells.png,1
train,Part_1_1681_pathology_breast_inflammatory+cells.png,3
train,Part_1_1681_pathology_breast_connective+tissue+cells.png,4
train,Part_1_1682_pathology_breast_connective+tissue+cells.png,2
train,Part_1_1683_pathology_breast_epithelial+cells.png,20
test,Part_1_1684_pathology_breast_connective+tissue+cells.png,6
test,Part_1_1684_pathology_breast_epithelial+cells.png,28
train,Part_1_1685_pathology_breast_inflammatory+cells.png,2
train,Part_1_1685_pathology_breast_connective+tissue+cells.png,10
train,Part_1_1685_pathology_breast_epithelial+cells.png,2
test,Part_1_1686_pathology_breast_inflammatory+cells.png,2
test,Part_1_1686_pathology_breast_connective+tissue+cells.png,18
train,Part_1_1687_pathology_breast_neoplastic+cells.png,8
train,Part_1_1687_pathology_breast_inflammatory+cells.png,5
train,Part_1_1687_pathology_breast_connective+tissue+cells.png,13
train,Part_1_1688_pathology_breast_neoplastic+cells.png,15
train,Part_1_1689_pathology_breast_inflammatory+cells.png,3
train,Part_1_1689_pathology_breast_connective+tissue+cells.png,22
test,Part_1_1690_pathology_breast_inflammatory+cells.png,8
test,Part_1_1690_pathology_breast_connective+tissue+cells.png,24
test,Part_1_1691_pathology_breast_neoplastic+cells.png,2
test,Part_1_1691_pathology_breast_inflammatory+cells.png,10
test,Part_1_1691_pathology_breast_connective+tissue+cells.png,13
train,Part_1_1692_pathology_breast_neoplastic+cells.png,3
train,Part_1_1692_pathology_breast_inflammatory+cells.png,6
train,Part_1_1692_pathology_breast_connective+tissue+cells.png,9
train,Part_1_1693_pathology_breast_neoplastic+cells.png,10
train,Part_1_1693_pathology_breast_inflammatory+cells.png,7
train,Part_1_1693_pathology_breast_connective+tissue+cells.png,4
train,Part_1_1694_pathology_breast_neoplastic+cells.png,5
train,Part_1_1694_pathology_breast_inflammatory+cells.png,1
train,Part_1_1694_pathology_breast_connective+tissue+cells.png,17
test,Part_1_1695_pathology_breast_neoplastic+cells.png,4
test,Part_1_1695_pathology_breast_connective+tissue+cells.png,15
train,Part_1_1696_pathology_breast_neoplastic+cells.png,18
test,Part_1_1697_pathology_breast_neoplastic+cells.png,11
test,Part_1_1697_pathology_breast_inflammatory+cells.png,1
test,Part_1_1697_pathology_breast_dead+cells.png,6
train,Part_1_1698_pathology_breast_neoplastic+cells.png,27
train,Part_1_1699_pathology_breast_neoplastic+cells.png,24
train,Part_1_1700_pathology_breast_neoplastic+cells.png,22
train,Part_1_1700_pathology_breast_inflammatory+cells.png,1
train,Part_1_1701_pathology_breast_neoplastic+cells.png,22
train,Part_1_1702_pathology_breast_neoplastic+cells.png,21
train,Part_1_1703_pathology_breast_neoplastic+cells.png,16
test,Part_1_1706_pathology_breast_inflammatory+cells.png,1
test,Part_1_1706_pathology_breast_connective+tissue+cells.png,1
test,Part_1_1710_pathology_breast_neoplastic+cells.png,15
train,Part_1_1711_pathology_breast_neoplastic+cells.png,12
test,Part_1_1712_pathology_breast_neoplastic+cells.png,13
test,Part_1_1712_pathology_breast_connective+tissue+cells.png,2
train,Part_1_1713_pathology_breast_neoplastic+cells.png,19
test,Part_1_1714_pathology_breast_neoplastic+cells.png,21
train,Part_1_1715_pathology_breast_neoplastic+cells.png,19
train,Part_1_1715_pathology_breast_connective+tissue+cells.png,2
train,Part_1_1716_pathology_breast_neoplastic+cells.png,19
train,Part_1_1716_pathology_breast_inflammatory+cells.png,1
train,Part_1_1716_pathology_breast_connective+tissue+cells.png,1
train,Part_1_1717_pathology_breast_neoplastic+cells.png,19
train,Part_1_1717_pathology_breast_inflammatory+cells.png,1
train,Part_1_1718_pathology_breast_connective+tissue+cells.png,8
train,Part_1_1719_pathology_breast_inflammatory+cells.png,1
train,Part_1_1719_pathology_breast_connective+tissue+cells.png,8
train,Part_1_1720_pathology_breast_connective+tissue+cells.png,9
train,Part_1_1721_pathology_breast_connective+tissue+cells.png,6
train,Part_1_1722_pathology_breast_connective+tissue+cells.png,12
train,Part_1_1726_pathology_breast_neoplastic+cells.png,79
train,Part_1_1726_pathology_breast_connective+tissue+cells.png,3
train,Part_1_1727_pathology_breast_neoplastic+cells.png,83
train,Part_1_1727_pathology_breast_connective+tissue+cells.png,8
train,Part_1_1728_pathology_breast_neoplastic+cells.png,77
train,Part_1_1728_pathology_breast_connective+tissue+cells.png,13
train,Part_1_1729_pathology_breast_neoplastic+cells.png,91
train,Part_1_1729_pathology_breast_inflammatory+cells.png,1
train,Part_1_1729_pathology_breast_connective+tissue+cells.png,1
test,Part_1_1730_pathology_breast_neoplastic+cells.png,99
test,Part_1_1730_pathology_breast_connective+tissue+cells.png,4
train,Part_1_1731_pathology_breast_neoplastic+cells.png,79
train,Part_1_1731_pathology_breast_inflammatory+cells.png,1
train,Part_1_1731_pathology_breast_connective+tissue+cells.png,5
train,Part_1_1732_pathology_breast_neoplastic+cells.png,12
train,Part_1_1732_pathology_breast_inflammatory+cells.png,5
train,Part_1_1732_pathology_breast_connective+tissue+cells.png,19
train,Part_1_1733_pathology_breast_neoplastic+cells.png,17
train,Part_1_1733_pathology_breast_inflammatory+cells.png,2
train,Part_1_1733_pathology_breast_connective+tissue+cells.png,9
test,Part_1_1734_pathology_breast_neoplastic+cells.png,21
test,Part_1_1734_pathology_breast_inflammatory+cells.png,3
test,Part_1_1734_pathology_breast_connective+tissue+cells.png,16
train,Part_1_1735_pathology_breast_neoplastic+cells.png,17
train,Part_1_1735_pathology_breast_connective+tissue+cells.png,11
train,Part_1_1736_pathology_breast_neoplastic+cells.png,26
train,Part_1_1736_pathology_breast_connective+tissue+cells.png,16
train,Part_1_1737_pathology_breast_neoplastic+cells.png,38
train,Part_1_1737_pathology_breast_connective+tissue+cells.png,1
test,Part_1_1738_pathology_breast_neoplastic+cells.png,26
test,Part_1_1738_pathology_breast_connective+tissue+cells.png,11
train,Part_1_1739_pathology_breast_neoplastic+cells.png,6
train,Part_1_1739_pathology_breast_inflammatory+cells.png,2
train,Part_1_1739_pathology_breast_connective+tissue+cells.png,12
test,Part_1_1740_pathology_breast_neoplastic+cells.png,12
test,Part_1_1740_pathology_breast_inflammatory+cells.png,1
test,Part_1_1740_pathology_breast_connective+tissue+cells.png,12
train,Part_1_1741_pathology_breast_neoplastic+cells.png,12
train,Part_1_1741_pathology_breast_inflammatory+cells.png,1
train,Part_1_1741_pathology_breast_connective+tissue+cells.png,12
train,Part_1_1742_pathology_breast_neoplastic+cells.png,28
train,Part_1_1742_pathology_breast_inflammatory+cells.png,2
train,Part_1_1742_pathology_breast_connective+tissue+cells.png,3
train,Part_1_1743_pathology_breast_neoplastic+cells.png,45
train,Part_1_1743_pathology_breast_connective+tissue+cells.png,2
train,Part_1_1744_pathology_breast_neoplastic+cells.png,20
train,Part_1_1744_pathology_breast_connective+tissue+cells.png,5
train,Part_1_1745_pathology_breast_neoplastic+cells.png,31
train,Part_1_1745_pathology_breast_connective+tissue+cells.png,9
test,Part_1_1746_pathology_breast_neoplastic+cells.png,10
test,Part_1_1746_pathology_breast_connective+tissue+cells.png,13
train,Part_1_1747_pathology_breast_neoplastic+cells.png,18
train,Part_1_1747_pathology_breast_inflammatory+cells.png,1
train,Part_1_1747_pathology_breast_connective+tissue+cells.png,7
train,Part_1_1754_pathology_cervix_neoplastic+cells.png,47
train,Part_1_1755_pathology_cervix_neoplastic+cells.png,38
train,Part_1_1755_pathology_cervix_dead+cells.png,7
train,Part_1_1756_pathology_cervix_neoplastic+cells.png,4
train,Part_1_1756_pathology_cervix_dead+cells.png,19
train,Part_1_1757_pathology_cervix_inflammatory+cells.png,3
train,Part_1_1757_pathology_cervix_connective+tissue+cells.png,4
train,Part_1_1757_pathology_cervix_dead+cells.png,16
train,Part_1_1758_pathology_cervix_neoplastic+cells.png,41
train,Part_1_1758_pathology_cervix_inflammatory+cells.png,1
train,Part_1_1759_pathology_cervix_neoplastic+cells.png,35
train,Part_1_1759_pathology_cervix_inflammatory+cells.png,1
train,Part_1_1760_pathology_cervix_neoplastic+cells.png,56
train,Part_1_1760_pathology_cervix_inflammatory+cells.png,1
train,Part_1_1760_pathology_cervix_connective+tissue+cells.png,1
train,Part_1_1761_pathology_cervix_neoplastic+cells.png,58
train,Part_1_1761_pathology_cervix_inflammatory+cells.png,2
train,Part_1_1762_pathology_cervix_neoplastic+cells.png,65
train,Part_1_1762_pathology_cervix_inflammatory+cells.png,2
train,Part_1_1763_pathology_cervix_neoplastic+cells.png,63
train,Part_1_1763_pathology_cervix_inflammatory+cells.png,1
train,Part_1_1763_pathology_cervix_connective+tissue+cells.png,4
train,Part_1_1764_pathology_cervix_neoplastic+cells.png,17
train,Part_1_1764_pathology_cervix_inflammatory+cells.png,20
train,Part_1_1764_pathology_cervix_connective+tissue+cells.png,9
train,Part_1_1765_pathology_cervix_inflammatory+cells.png,2
train,Part_1_1765_pathology_cervix_connective+tissue+cells.png,36
train,Part_1_1766_pathology_cervix_neoplastic+cells.png,6
train,Part_1_1766_pathology_cervix_inflammatory+cells.png,5
train,Part_1_1766_pathology_cervix_connective+tissue+cells.png,8
test,Part_1_1767_pathology_cervix_inflammatory+cells.png,5
test,Part_1_1767_pathology_cervix_connective+tissue+cells.png,50
train,Part_1_1768_pathology_cervix_neoplastic+cells.png,8
train,Part_1_1768_pathology_cervix_inflammatory+cells.png,5
train,Part_1_1768_pathology_cervix_connective+tissue+cells.png,17
train,Part_1_1769_pathology_cervix_neoplastic+cells.png,39
train,Part_1_1770_pathology_cervix_neoplastic+cells.png,26
train,Part_1_1770_pathology_cervix_inflammatory+cells.png,2
train,Part_1_1770_pathology_cervix_connective+tissue+cells.png,6
train,Part_1_1771_pathology_cervix_neoplastic+cells.png,17
train,Part_1_1771_pathology_cervix_inflammatory+cells.png,2
train,Part_1_1771_pathology_cervix_connective+tissue+cells.png,4
test,Part_1_1772_pathology_cervix_neoplastic+cells.png,39
test,Part_1_1773_pathology_cervix_neoplastic+cells.png,8
test,Part_1_1773_pathology_cervix_connective+tissue+cells.png,19
train,Part_1_1774_pathology_cervix_neoplastic+cells.png,8
train,Part_1_1774_pathology_cervix_inflammatory+cells.png,1
train,Part_1_1774_pathology_cervix_connective+tissue+cells.png,5
train,Part_1_1775_pathology_cervix_inflammatory+cells.png,3
train,Part_1_1775_pathology_cervix_connective+tissue+cells.png,4
train,Part_1_1776_pathology_cervix_connective+tissue+cells.png,7
train,Part_1_1777_pathology_cervix_connective+tissue+cells.png,16
train,Part_1_1778_pathology_cervix_connective+tissue+cells.png,8
train,Part_1_1779_pathology_cervix_inflammatory+cells.png,3
train,Part_1_1779_pathology_cervix_connective+tissue+cells.png,21
train,Part_1_1780_pathology_cervix_connective+tissue+cells.png,8
train,Part_1_1781_pathology_cervix_inflammatory+cells.png,3
train,Part_1_1781_pathology_cervix_connective+tissue+cells.png,18
train,Part_1_1782_pathology_cervix_inflammatory+cells.png,1
train,Part_1_1782_pathology_cervix_connective+tissue+cells.png,9
train,Part_1_1783_pathology_cervix_inflammatory+cells.png,1
train,Part_1_1783_pathology_cervix_connective+tissue+cells.png,10
train,Part_1_1784_pathology_cervix_inflammatory+cells.png,2
train,Part_1_1784_pathology_cervix_connective+tissue+cells.png,9
test,Part_1_1785_pathology_cervix_inflammatory+cells.png,2
test,Part_1_1785_pathology_cervix_connective+tissue+cells.png,17
test,Part_1_1786_pathology_cervix_connective+tissue+cells.png,14
train,Part_1_1787_pathology_cervix_neoplastic+cells.png,41
train,Part_1_1787_pathology_cervix_inflammatory+cells.png,3
train,Part_1_1787_pathology_cervix_connective+tissue+cells.png,1
train,Part_1_1788_pathology_cervix_neoplastic+cells.png,47
train,Part_1_1788_pathology_cervix_inflammatory+cells.png,1
train,Part_1_1789_pathology_cervix_neoplastic+cells.png,9
train,Part_1_1789_pathology_cervix_inflammatory+cells.png,4
train,Part_1_1789_pathology_cervix_connective+tissue+cells.png,6
test,Part_1_1790_pathology_cervix_neoplastic+cells.png,30
test,Part_1_1790_pathology_cervix_inflammatory+cells.png,6
test,Part_1_1790_pathology_cervix_connective+tissue+cells.png,8
train,Part_1_1791_pathology_cervix_neoplastic+cells.png,32
train,Part_1_1791_pathology_cervix_inflammatory+cells.png,1
test,Part_1_1792_pathology_cervix_neoplastic+cells.png,5
test,Part_1_1792_pathology_cervix_inflammatory+cells.png,3
test,Part_1_1792_pathology_cervix_connective+tissue+cells.png,8
test,Part_1_1793_pathology_cervix_neoplastic+cells.png,37
test,Part_1_1793_pathology_cervix_inflammatory+cells.png,3
test,Part_1_1793_pathology_cervix_connective+tissue+cells.png,5
train,Part_1_1794_pathology_cervix_neoplastic+cells.png,28
train,Part_1_1795_pathology_cervix_neoplastic+cells.png,49
train,Part_1_1795_pathology_cervix_inflammatory+cells.png,2
train,Part_1_1796_pathology_cervix_neoplastic+cells.png,34
train,Part_1_1796_pathology_cervix_inflammatory+cells.png,2
train,Part_1_1797_pathology_cervix_neoplastic+cells.png,45
train,Part_1_1797_pathology_cervix_inflammatory+cells.png,2
train,Part_1_1798_pathology_cervix_neoplastic+cells.png,28
train,Part_1_1798_pathology_cervix_inflammatory+cells.png,3
train,Part_1_1798_pathology_cervix_connective+tissue+cells.png,1
train,Part_1_1799_pathology_cervix_neoplastic+cells.png,27
train,Part_1_1799_pathology_cervix_inflammatory+cells.png,2
train,Part_1_1799_pathology_cervix_connective+tissue+cells.png,2
test,Part_1_1800_pathology_cervix_neoplastic+cells.png,28
test,Part_1_1800_pathology_cervix_inflammatory+cells.png,1
train,Part_1_1801_pathology_cervix_neoplastic+cells.png,24
train,Part_1_1801_pathology_cervix_inflammatory+cells.png,2
train,Part_1_1801_pathology_cervix_connective+tissue+cells.png,1
test,Part_1_1802_pathology_cervix_neoplastic+cells.png,35
test,Part_1_1802_pathology_cervix_inflammatory+cells.png,6
test,Part_1_1802_pathology_cervix_connective+tissue+cells.png,1
train,Part_1_1803_pathology_cervix_neoplastic+cells.png,25
train,Part_1_1803_pathology_cervix_inflammatory+cells.png,3
train,Part_1_1803_pathology_cervix_connective+tissue+cells.png,2
train,Part_1_1804_pathology_cervix_inflammatory+cells.png,10
train,Part_1_1804_pathology_cervix_connective+tissue+cells.png,39
train,Part_1_1805_pathology_cervix_connective+tissue+cells.png,33
train,Part_1_1806_pathology_cervix_neoplastic+cells.png,4
train,Part_1_1806_pathology_cervix_inflammatory+cells.png,59
train,Part_1_1806_pathology_cervix_connective+tissue+cells.png,4
train,Part_1_1807_pathology_cervix_inflammatory+cells.png,15
train,Part_1_1807_pathology_cervix_connective+tissue+cells.png,33
train,Part_1_1808_pathology_cervix_connective+tissue+cells.png,32
test,Part_1_1809_pathology_cervix_neoplastic+cells.png,17
test,Part_1_1809_pathology_cervix_inflammatory+cells.png,12
test,Part_1_1809_pathology_cervix_connective+tissue+cells.png,1
train,Part_1_1810_pathology_cervix_neoplastic+cells.png,11
train,Part_1_1810_pathology_cervix_inflammatory+cells.png,32
train,Part_1_1810_pathology_cervix_connective+tissue+cells.png,4
train,Part_1_1811_pathology_cervix_neoplastic+cells.png,18
train,Part_1_1811_pathology_cervix_inflammatory+cells.png,9
train,Part_1_1811_pathology_cervix_connective+tissue+cells.png,2
train,Part_1_1812_pathology_cervix_neoplastic+cells.png,27
train,Part_1_1812_pathology_cervix_inflammatory+cells.png,8
train,Part_1_1813_pathology_cervix_neoplastic+cells.png,26
train,Part_1_1813_pathology_cervix_inflammatory+cells.png,22
train,Part_1_1813_pathology_cervix_connective+tissue+cells.png,3
train,Part_1_1814_pathology_cervix_neoplastic+cells.png,24
train,Part_1_1814_pathology_cervix_inflammatory+cells.png,3
train,Part_1_1815_pathology_cervix_neoplastic+cells.png,40
train,Part_1_1816_pathology_cervix_neoplastic+cells.png,14
test,Part_1_1817_pathology_cervix_neoplastic+cells.png,34
train,Part_1_1818_pathology_cervix_neoplastic+cells.png,41
train,Part_1_1818_pathology_cervix_inflammatory+cells.png,5
train,Part_1_1819_pathology_cervix_neoplastic+cells.png,20
train,Part_1_1819_pathology_cervix_inflammatory+cells.png,3
train,Part_1_1820_pathology_cervix_neoplastic+cells.png,43
train,Part_1_1820_pathology_cervix_inflammatory+cells.png,6
train,Part_1_1821_pathology_cervix_neoplastic+cells.png,34
train,Part_1_1822_pathology_colon_inflammatory+cells.png,2
train,Part_1_1822_pathology_colon_connective+tissue+cells.png,1
train,Part_1_1822_pathology_colon_epithelial+cells.png,6
train,Part_1_1823_pathology_colon_inflammatory+cells.png,3
train,Part_1_1823_pathology_colon_connective+tissue+cells.png,6
train,Part_1_1823_pathology_colon_epithelial+cells.png,17
train,Part_1_1824_pathology_colon_inflammatory+cells.png,11
train,Part_1_1824_pathology_colon_connective+tissue+cells.png,7
train,Part_1_1825_pathology_colon_inflammatory+cells.png,11
train,Part_1_1825_pathology_colon_connective+tissue+cells.png,2
train,Part_1_1826_pathology_colon_inflammatory+cells.png,1
train,Part_1_1826_pathology_colon_connective+tissue+cells.png,5
train,Part_1_1826_pathology_colon_epithelial+cells.png,19
train,Part_1_1827_pathology_colon_inflammatory+cells.png,2
train,Part_1_1827_pathology_colon_connective+tissue+cells.png,3
train,Part_1_1827_pathology_colon_epithelial+cells.png,23
test,Part_1_1828_pathology_colon_inflammatory+cells.png,2
test,Part_1_1828_pathology_colon_connective+tissue+cells.png,6
test,Part_1_1828_pathology_colon_epithelial+cells.png,18
train,Part_1_1829_pathology_colon_inflammatory+cells.png,3
train,Part_1_1829_pathology_colon_connective+tissue+cells.png,12
train,Part_1_1829_pathology_colon_epithelial+cells.png,8
train,Part_1_1830_pathology_colon_epithelial+cells.png,12
train,Part_1_1831_pathology_colon_inflammatory+cells.png,4
train,Part_1_1831_pathology_colon_connective+tissue+cells.png,9
train,Part_1_1831_pathology_colon_epithelial+cells.png,11
train,Part_1_1832_pathology_colon_inflammatory+cells.png,9
train,Part_1_1832_pathology_colon_connective+tissue+cells.png,4
train,Part_1_1832_pathology_colon_epithelial+cells.png,10
train,Part_1_1833_pathology_colon_inflammatory+cells.png,9
train,Part_1_1833_pathology_colon_connective+tissue+cells.png,7
train,Part_1_1833_pathology_colon_epithelial+cells.png,11
train,Part_1_1834_pathology_colon_inflammatory+cells.png,4
train,Part_1_1834_pathology_colon_connective+tissue+cells.png,2
train,Part_1_1834_pathology_colon_epithelial+cells.png,17
train,Part_1_1835_pathology_colon_connective+tissue+cells.png,4
train,Part_1_1835_pathology_colon_epithelial+cells.png,15
train,Part_1_1836_pathology_colon_connective+tissue+cells.png,2
train,Part_1_1836_pathology_colon_epithelial+cells.png,15
train,Part_1_1837_pathology_colon_inflammatory+cells.png,3
train,Part_1_1837_pathology_colon_connective+tissue+cells.png,6
train,Part_1_1837_pathology_colon_epithelial+cells.png,8
train,Part_1_1838_pathology_colon_epithelial+cells.png,8
train,Part_1_1839_pathology_colon_inflammatory+cells.png,1
train,Part_1_1839_pathology_colon_epithelial+cells.png,3
train,Part_1_1840_pathology_colon_inflammatory+cells.png,2
train,Part_1_1840_pathology_colon_connective+tissue+cells.png,5
train,Part_1_1840_pathology_colon_epithelial+cells.png,18
train,Part_1_1841_pathology_colon_epithelial+cells.png,21
test,Part_1_1842_pathology_colon_inflammatory+cells.png,1
test,Part_1_1842_pathology_colon_connective+tissue+cells.png,2
test,Part_1_1842_pathology_colon_epithelial+cells.png,11
train,Part_1_1843_pathology_colon_inflammatory+cells.png,4
train,Part_1_1843_pathology_colon_connective+tissue+cells.png,7
train,Part_1_1843_pathology_colon_epithelial+cells.png,10
test,Part_1_1844_pathology_colon_inflammatory+cells.png,2
test,Part_1_1844_pathology_colon_connective+tissue+cells.png,4
test,Part_1_1844_pathology_colon_epithelial+cells.png,17
test,Part_1_1845_pathology_colon_inflammatory+cells.png,5
test,Part_1_1845_pathology_colon_connective+tissue+cells.png,2
test,Part_1_1845_pathology_colon_epithelial+cells.png,8
test,Part_1_1846_pathology_colon_connective+tissue+cells.png,1
test,Part_1_1846_pathology_colon_epithelial+cells.png,10
train,Part_1_1847_pathology_colon_epithelial+cells.png,2
train,Part_1_1848_pathology_colon_inflammatory+cells.png,9
train,Part_1_1848_pathology_colon_connective+tissue+cells.png,3
train,Part_1_1848_pathology_colon_epithelial+cells.png,11
test,Part_1_1849_pathology_colon_epithelial+cells.png,11
train,Part_1_1850_pathology_colon_inflammatory+cells.png,13
train,Part_1_1850_pathology_colon_connective+tissue+cells.png,8
train,Part_1_1851_pathology_colon_neoplastic+cells.png,1
train,Part_1_1851_pathology_colon_inflammatory+cells.png,3
train,Part_1_1851_pathology_colon_connective+tissue+cells.png,11
train,Part_1_1851_pathology_colon_epithelial+cells.png,4
train,Part_1_1852_pathology_colon_inflammatory+cells.png,15
train,Part_1_1852_pathology_colon_connective+tissue+cells.png,8
train,Part_1_1853_pathology_colon_inflammatory+cells.png,18
train,Part_1_1853_pathology_colon_connective+tissue+cells.png,10
test,Part_1_1854_pathology_colon_inflammatory+cells.png,18
test,Part_1_1854_pathology_colon_connective+tissue+cells.png,11
test,Part_1_1854_pathology_colon_epithelial+cells.png,7
train,Part_1_1855_pathology_colon_epithelial+cells.png,9
train,Part_1_1856_pathology_colon_inflammatory+cells.png,3
train,Part_1_1856_pathology_colon_connective+tissue+cells.png,3
train,Part_1_1856_pathology_colon_epithelial+cells.png,12
test,Part_1_1857_pathology_colon_inflammatory+cells.png,7
test,Part_1_1857_pathology_colon_connective+tissue+cells.png,10
test,Part_1_1857_pathology_colon_epithelial+cells.png,8
train,Part_1_1858_pathology_colon_neoplastic+cells.png,2
train,Part_1_1858_pathology_colon_inflammatory+cells.png,14
train,Part_1_1858_pathology_colon_connective+tissue+cells.png,9
test,Part_1_1860_pathology_colon_inflammatory+cells.png,18
test,Part_1_1860_pathology_colon_connective+tissue+cells.png,4
test,Part_1_1860_pathology_colon_epithelial+cells.png,5
train,Part_1_1861_pathology_colon_inflammatory+cells.png,3
train,Part_1_1861_pathology_colon_connective+tissue+cells.png,9
train,Part_1_1861_pathology_colon_epithelial+cells.png,17
train,Part_1_1862_pathology_colon_inflammatory+cells.png,2
train,Part_1_1862_pathology_colon_connective+tissue+cells.png,1
train,Part_1_1862_pathology_colon_epithelial+cells.png,12
train,Part_1_1863_pathology_colon_inflammatory+cells.png,6
train,Part_1_1863_pathology_colon_connective+tissue+cells.png,7
train,Part_1_1863_pathology_colon_epithelial+cells.png,16
train,Part_1_1865_pathology_colon_inflammatory+cells.png,3
train,Part_1_1865_pathology_colon_connective+tissue+cells.png,4
train,Part_1_1865_pathology_colon_epithelial+cells.png,4
train,Part_1_1866_pathology_colon_inflammatory+cells.png,3
train,Part_1_1866_pathology_colon_connective+tissue+cells.png,6
train,Part_1_1866_pathology_colon_epithelial+cells.png,4
train,Part_1_1867_pathology_colon_inflammatory+cells.png,5
train,Part_1_1867_pathology_colon_connective+tissue+cells.png,3
train,Part_1_1867_pathology_colon_epithelial+cells.png,1
train,Part_1_1868_pathology_colon_inflammatory+cells.png,4
train,Part_1_1868_pathology_colon_connective+tissue+cells.png,5
train,Part_1_1869_pathology_colon_inflammatory+cells.png,3
train,Part_1_1869_pathology_colon_connective+tissue+cells.png,1
test,Part_1_1871_pathology_colon_connective+tissue+cells.png,2
test,Part_1_1871_pathology_colon_epithelial+cells.png,4
train,Part_1_1872_pathology_colon_inflammatory+cells.png,3
train,Part_1_1872_pathology_colon_connective+tissue+cells.png,4
train,Part_1_1872_pathology_colon_epithelial+cells.png,1
train,Part_1_1873_pathology_colon_epithelial+cells.png,8
test,Part_1_1874_pathology_colon_connective+tissue+cells.png,4
test,Part_1_1874_pathology_colon_epithelial+cells.png,12
train,Part_1_1875_pathology_colon_connective+tissue+cells.png,2
train,Part_1_1875_pathology_colon_epithelial+cells.png,7
train,Part_1_1876_pathology_colon_connective+tissue+cells.png,3
train,Part_1_1876_pathology_colon_epithelial+cells.png,1
train,Part_1_1877_pathology_colon_inflammatory+cells.png,1
train,Part_1_1877_pathology_colon_connective+tissue+cells.png,4
train,Part_1_1877_pathology_colon_epithelial+cells.png,3
train,Part_1_1878_pathology_colon_inflammatory+cells.png,3
train,Part_1_1878_pathology_colon_connective+tissue+cells.png,3
train,Part_1_1879_pathology_colon_inflammatory+cells.png,1
train,Part_1_1879_pathology_colon_connective+tissue+cells.png,6
train,Part_1_1879_pathology_colon_epithelial+cells.png,7
train,Part_1_1881_pathology_colon_connective+tissue+cells.png,8
train,Part_1_1881_pathology_colon_epithelial+cells.png,3
train,Part_1_1882_pathology_colon_connective+tissue+cells.png,3
train,Part_1_1882_pathology_colon_epithelial+cells.png,8
train,Part_1_1883_pathology_colon_inflammatory+cells.png,2
train,Part_1_1883_pathology_colon_connective+tissue+cells.png,3
train,Part_1_1884_pathology_colon_connective+tissue+cells.png,2
train,Part_1_1885_pathology_colon_epithelial+cells.png,6
train,Part_1_1886_pathology_colon_connective+tissue+cells.png,13
test,Part_1_1887_pathology_colon_connective+tissue+cells.png,5
test,Part_1_1887_pathology_colon_epithelial+cells.png,6
train,Part_1_1888_pathology_colon_inflammatory+cells.png,1
train,Part_1_1888_pathology_colon_connective+tissue+cells.png,5
train,Part_1_1889_pathology_colon_inflammatory+cells.png,1
train,Part_1_1889_pathology_colon_connective+tissue+cells.png,1
train,Part_1_1890_pathology_colon_connective+tissue+cells.png,1
train,Part_1_1891_pathology_colon_inflammatory+cells.png,1
train,Part_1_1891_pathology_colon_connective+tissue+cells.png,4
train,Part_1_1892_pathology_colon_connective+tissue+cells.png,1
train,Part_1_1892_pathology_colon_epithelial+cells.png,5
train,Part_1_1893_pathology_colon_connective+tissue+cells.png,2
train,Part_1_1893_pathology_colon_epithelial+cells.png,11
train,Part_1_1894_pathology_colon_connective+tissue+cells.png,5
train,Part_1_1894_pathology_colon_epithelial+cells.png,1
train,Part_1_1895_pathology_colon_connective+tissue+cells.png,10
train,Part_1_1896_pathology_colon_neoplastic+cells.png,4
test,Part_1_1897_pathology_colon_epithelial+cells.png,7
train,Part_1_1898_pathology_colon_epithelial+cells.png,6
train,Part_1_1899_pathology_colon_inflammatory+cells.png,1
